user_id,n_test,n_relevant,precision_at_k,recall_at_k
100,11,4,0.0,0.0
101,16,5,0.0,0.0
102,43,4,0.0,0.0
103,5,2,0.0,0.0
104,21,4,0.0,0.0
105,5,1,0.0,0.0
106,15,9,1.0,0.3333333333333333
107,5,1,0.0,0.0
108,4,3,1.0,0.6666666666666666
109,50,28,1.0,0.03571428571428571
110,25,8,0.0,0.0
111,4,2,0.0,0.0
112,15,11,0.6666666666666666,0.18181818181818182
113,13,9,0.0,0.0
114,12,6,0.0,0.0
115,12,8,1.0,0.125
116,29,12,0.0,0.0
117,17,9,0.8,0.4444444444444444
118,19,18,1.0,0.5555555555555556
119,32,25,0.8,0.32
120,4,3,0.0,0.0
121,10,6,1.0,0.3333333333333333
122,9,6,0.8,0.6666666666666666
123,10,7,1.0,0.5714285714285714
124,7,3,0.0,0.0
125,50,27,0.8,0.2962962962962963
126,7,4,0.0,0.0
127,7,6,1.0,0.8333333333333334
128,45,24,0.5555555555555556,0.20833333333333334
129,6,0,0.0,0.0
130,72,55,0.9,0.16363636363636364
131,7,4,0.5714285714285714,1.0
132,6,6,0.0,0.0
133,4,2,0.0,0.0
134,3,2,0.0,0.0
135,6,2,0.0,0.0
136,9,7,0.7777777777777778,1.0
137,10,9,1.0,0.8888888888888888
138,12,11,0.9,0.8181818181818182
139,2,2,0.0,0.0
140,2,2,0.0,0.0
141,27,15,1.0,0.4
142,7,3,0.6666666666666666,0.6666666666666666
143,4,2,0.0,0.0
144,37,20,1.0,0.15
145,52,30,1.0,0.06666666666666667
146,8,4,0.6666666666666666,0.5
147,5,4,1.0,0.75
148,15,11,0.625,0.45454545454545453
149,8,2,0.0,0.0
150,8,7,1.0,0.14285714285714285
151,67,43,0.9,0.20930232558139536
152,28,22,0.9,0.4090909090909091
153,8,3,0.0,0.0
154,11,8,1.0,0.875
155,6,2,0.0,0.0
156,10,7,0.0,0.0
157,13,7,0.8,0.5714285714285714
158,36,25,0.9,0.36
159,21,10,0.0,0.0
160,20,14,0.8,0.5714285714285714
161,19,3,0.0,0.0
162,12,8,1.0,0.125
163,2,2,0.0,0.0
164,12,9,0.8333333333333334,0.5555555555555556
165,5,3,0.6666666666666666,0.6666666666666666
166,3,1,0.0,0.0
167,14,8,1.0,0.125
168,12,7,0.0,0.0
169,7,4,0.3333333333333333,0.25
170,4,2,0.0,0.0
171,5,5,0.0,0.0
172,4,0,0.0,0.0
173,13,12,1.0,0.5833333333333334
174,36,19,0.8571428571428571,0.3157894736842105
175,10,7,0.5,0.14285714285714285
176,8,4,1.0,0.25
177,25,15,0.8,0.26666666666666666
178,62,41,1.0,0.24390243902439024
179,8,5,1.0,0.2
180,15,13,1.0,0.15384615384615385
181,92,3,0.0,0.0
182,4,2,0.0,0.0
183,11,9,0.0,0.0
184,47,29,1.0,0.3448275862068966
185,7,5,0.6666666666666666,0.4
186,15,8,0.0,0.0
187,16,13,1.0,0.6923076923076923
188,29,19,0.625,0.2631578947368421
189,27,16,0.7,0.4375
190,13,4,1.0,0.5
191,1,0,0.0,0.0
192,9,6,1.0,0.5
193,30,14,1.0,0.14285714285714285
194,61,14,0.0,0.0
195,19,8,1.0,0.125
196,7,3,0.0,0.0
197,22,11,1.0,0.09090909090909091
198,45,19,1.0,0.10526315789473684
199,7,2,0.5,0.5
200,36,29,0.9,0.3103448275862069
201,70,26,0.0,0.0
202,6,2,0.0,0.0
203,9,5,0.0,0.0
204,7,3,1.0,0.6666666666666666
205,4,3,0.0,0.0
206,14,4,0.0,0.0
207,42,17,0.0,0.0
208,6,5,1.0,0.2
209,7,4,0.0,0.0
210,32,26,1.0,0.38461538461538464
211,7,1,0.0,0.0
212,4,3,1.0,0.3333333333333333
213,21,17,0.9,0.5294117647058824
214,22,15,0.7777777777777778,0.4666666666666667
215,18,14,1.0,0.35714285714285715
216,21,14,0.8333333333333334,0.35714285714285715
217,21,7,0.0,0.0
218,12,6,0.0,0.0
219,8,5,1.0,0.2
220,6,4,1.0,0.25
221,24,11,1.0,0.2727272727272727
222,74,28,0.0,0.0
223,20,7,1.0,0.14285714285714285
224,34,10,0.0,0.0
225,7,7,1.0,0.5714285714285714
226,8,6,0.0,0.0
227,12,6,0.0,0.0
228,2,1,0.0,0.0
229,8,3,0.0,0.0
230,28,20,0.7,0.35
231,4,3,0.0,0.0
232,23,17,0.75,0.35294117647058826
233,17,13,0.9,0.6923076923076923
234,95,26,0.0,0.0
235,22,18,1.0,0.5555555555555556
236,27,14,0.0,0.0
237,7,5,0.6,0.6
238,5,3,0.0,0.0
239,29,22,0.8,0.36363636363636365
240,5,4,1.0,0.25
241,3,2,0.0,0.0
243,22,11,0.5,0.18181818181818182
244,38,25,0.8,0.32
245,5,1,0.0,0.0
246,43,17,0.5,0.058823529411764705
247,3,2,1.0,0.5
248,10,6,0.5,0.16666666666666666
249,31,26,1.0,0.38461538461538464
250,27,17,1.0,0.29411764705882354
251,21,6,0.3333333333333333,0.3333333333333333
252,2,2,1.0,0.5
253,19,10,0.7777777777777778,0.7
254,32,11,1.0,0.09090909090909091
255,17,5,0.0,0.0
256,43,34,0.9,0.2647058823529412
257,14,11,1.0,0.7272727272727273
258,8,4,1.0,0.25
259,8,5,1.0,0.4
260,8,5,0.0,0.0
261,4,3,0.75,1.0
262,42,14,0.0,0.0
263,24,19,1.0,0.5263157894736842
264,26,19,0.8,0.42105263157894735
265,8,4,0.0,0.0
266,6,4,0.0,0.0
267,41,26,1.0,0.38461538461538464
268,70,19,1.0,0.05263157894736842
269,62,29,1.0,0.034482758620689655
270,24,20,0.8,0.4
271,59,36,0.9,0.25
272,9,9,1.0,0.8888888888888888
273,6,4,1.0,0.25
274,19,16,1.0,0.5625
275,17,1,0.0,0.0
276,103,53,0.9,0.16981132075471697
277,9,4,0.0,0.0
278,4,2,0.5,0.5
279,89,44,1.0,0.022727272727272728
280,48,25,0.6,0.12
281,5,2,0.0,0.0
282,3,2,0.0,0.0
283,7,7,1.0,0.5714285714285714
284,10,6,1.0,0.3333333333333333
285,6,6,1.0,0.3333333333333333
286,52,29,0.7777777777777778,0.2413793103448276
287,16,12,0.9,0.75
288,10,6,1.0,0.6666666666666666
289,8,2,0.0,0.0
290,21,7,0.0,0.0
291,60,43,1.0,0.23255813953488372
292,31,25,1.0,0.4
293,79,28,1.0,0.03571428571428571
294,28,11,1.0,0.2727272727272727
295,33,32,1.0,0.3125
296,24,23,1.0,0.43478260869565216
297,34,14,1.0,0.14285714285714285
298,15,13,1.0,0.7692307692307693
299,53,29,1.0,0.10344827586206896
300,3,3,0.0,0.0
301,51,34,1.0,0.2647058823529412
302,6,1,0.0,0.0
303,100,45,0.9,0.2
304,4,1,0.0,0.0
305,50,23,1.0,0.08695652173913043
306,8,5,0.6666666666666666,0.4
307,25,19,0.8888888888888888,0.42105263157894735
308,77,47,1.0,0.2127659574468085
309,4,2,0.0,0.0
310,4,3,0.6666666666666666,0.6666666666666666
311,52,35,1.0,0.22857142857142856
312,38,30,1.0,0.3333333333333333
313,51,23,0.7,0.30434782608695654
314,50,25,0.6,0.24
315,21,14,0.8,0.5714285714285714
316,13,6,0.0,0.0
317,6,3,1.0,0.3333333333333333
318,46,29,0.8888888888888888,0.27586206896551724
319,3,2,1.0,0.5
320,29,20,1.0,0.4
321,28,18,0.8,0.2222222222222222
322,7,7,1.0,0.5714285714285714
323,15,9,1.0,0.2222222222222222
324,15,12,0.9,0.75
325,33,15,1.0,0.2
326,35,11,1.0,0.18181818181818182
327,55,28,0.3333333333333333,0.03571428571428571
328,67,31,1.0,0.0967741935483871
329,9,3,1.0,0.3333333333333333
330,31,29,1.0,0.3448275862068966
331,8,6,0.5,0.16666666666666666
332,28,22,1.0,0.45454545454545453
333,6,4,0.6666666666666666,0.5
334,58,32,0.9,0.28125
335,8,5,0.0,0.0
336,29,8,1.0,0.125
337,8,5,0.75,0.6
338,12,9,1.0,0.4444444444444444
339,39,26,1.0,0.38461538461538464
340,11,11,1.0,0.7272727272727273
341,4,4,0.0,0.0
342,50,25,1.0,0.16
343,45,29,1.0,0.3448275862068966
344,38,23,1.0,0.43478260869565216
345,35,20,0.9,0.45
346,34,19,1.0,0.05263157894736842
347,45,27,1.0,0.2962962962962963
348,10,9,1.0,0.5555555555555556
349,10,4,1.0,0.25
350,13,12,0.8888888888888888,0.6666666666666666
351,9,6,1.0,0.6666666666666666
352,11,10,1.0,0.3
353,6,1,0.0,0.0
354,45,26,0.6666666666666666,0.15384615384615385
355,4,4,1.0,0.5
356,4,1,1.0,1.0
357,13,11,1.0,0.45454545454545453
358,5,2,0.0,0.0
359,2,1,1.0,1.0
360,24,19,1.0,0.5263157894736842
361,26,16,0.9,0.5625
362,6,2,1.0,1.0
363,68,28,0.5,0.07142857142857142
364,3,2,0.5,0.5
365,12,5,1.0,0.2
366,8,6,0.75,0.5
367,11,10,1.0,0.6
368,8,4,1.0,0.25
369,2,0,0.0,0.0
370,11,9,0.75,0.3333333333333333
371,9,9,1.0,0.6666666666666666
372,9,9,1.0,0.3333333333333333
373,45,26,0.7777777777777778,0.2692307692307692
374,67,35,0.5,0.02857142857142857
375,6,3,1.0,0.6666666666666666
376,5,2,1.0,0.5
377,4,3,1.0,0.3333333333333333
378,85,38,1.0,0.18421052631578946
379,38,23,0.9,0.391304347826087
380,27,13,1.0,0.07692307692307693
381,28,21,1.0,0.38095238095238093
382,17,7,0.5,0.2857142857142857
383,14,13,0.9,0.6923076923076923
384,3,3,0.0,0.0
385,54,27,1.0,0.037037037037037035
386,3,2,0.0,0.0
387,62,38,1.0,0.13157894736842105
388,12,9,0.8,0.8888888888888888
389,48,30,1.0,0.3333333333333333
390,5,2,1.0,1.0
391,32,24,1.0,0.25
392,24,20,1.0,0.5
393,100,37,0.7142857142857143,0.13513513513513514
394,34,22,0.8888888888888888,0.36363636363636365
395,13,8,1.0,0.625
396,8,5,0.0,0.0
397,30,21,0.9,0.42857142857142855
398,28,13,0.3333333333333333,0.07692307692307693
399,64,8,0.0,0.0
400,3,1,0.0,0.0
401,27,14,0.0,0.0
402,15,8,1.0,0.75
403,8,8,1.0,0.25
404,9,1,0.0,0.0
405,134,19,0.0,0.0
406,64,29,1.0,0.10344827586206896
407,44,20,1.0,0.1
408,7,6,1.0,0.6666666666666666
409,36,26,0.8,0.15384615384615385
410,8,1,0.0,0.0
411,11,6,1.0,0.16666666666666666
412,6,2,0.0,0.0
413,9,6,1.0,0.3333333333333333
414,4,0,0.0,0.0
415,6,5,1.0,0.4
416,105,69,1.0,0.14492753623188406
417,78,34,0.5,0.029411764705882353
418,6,3,0.0,0.0
419,10,9,1.0,0.7777777777777778
420,2,2,1.0,1.0
421,14,10,0.8,0.4
422,19,11,0.6666666666666666,0.18181818181818182
423,16,7,0.75,0.42857142857142855
424,8,4,0.0,0.0
425,41,18,0.0,0.0
426,20,16,0.8333333333333334,0.3125
427,8,7,0.8571428571428571,0.8571428571428571
428,15,12,0.75,0.25
429,85,31,1.0,0.06451612903225806
430,13,8,0.0,0.0
431,6,4,0.0,0.0
432,10,6,1.0,0.16666666666666666
433,8,3,0.5,0.6666666666666666
434,7,1,0.0,0.0
435,92,42,1.0,0.14285714285714285
436,30,22,0.75,0.13636363636363635
437,44,29,1.0,0.06896551724137931
438,9,6,0.8,0.6666666666666666
439,5,4,1.0,0.25
440,16,13,0.8888888888888888,0.6153846153846154
441,6,2,0.0,0.0
442,23,7,0.0,0.0
443,5,2,1.0,0.5
444,5,3,1.0,0.6666666666666666
445,21,1,0.0,0.0
446,6,1,0.0,0.0
447,28,14,0.75,0.21428571428571427
448,8,6,0.0,0.0
449,18,12,1.0,0.5833333333333334
450,112,79,0.7,0.08860759493670886
451,25,11,1.0,0.09090909090909091
452,35,21,0.0,0.0
453,31,14,1.0,0.21428571428571427
454,44,19,0.0,0.0
455,33,16,1.0,0.1875
456,41,23,0.5,0.13043478260869565
457,50,42,1.0,0.23809523809523808
458,31,23,0.8571428571428571,0.2608695652173913
459,21,9,0.5,0.1111111111111111
460,20,10,1.0,0.1
461,8,4,0.0,0.0
462,10,7,1.0,0.5714285714285714
463,32,12,0.0,0.0
464,11,7,1.0,0.5714285714285714
465,10,4,1.0,0.25
466,23,10,1.0,0.3
467,11,8,1.0,0.25
468,20,13,1.0,0.7692307692307693
469,8,8,1.0,0.875
470,6,4,0.0,0.0
471,9,6,0.0,0.0
472,48,39,0.8,0.20512820512820512
473,6,6,1.0,0.16666666666666666
474,70,48,1.0,0.20833333333333334
475,2,2,0.0,0.0
476,14,6,0.0,0.0
477,11,11,1.0,0.9090909090909091
478,22,12,1.0,0.08333333333333333
479,39,25,1.0,0.2
480,13,7,1.0,0.42857142857142855
481,8,7,1.0,0.14285714285714285
482,2,0,0.0,0.0
483,11,2,0.0,0.0
484,30,23,0.9,0.391304347826087
485,3,1,0.0,0.0
486,39,13,1.0,0.3076923076923077
487,37,18,1.0,0.2777777777777778
488,26,14,0.0,0.0
489,20,11,1.0,0.5454545454545454
490,16,4,0.0,0.0
491,8,5,0.6,0.6
492,7,2,1.0,0.5
493,28,20,0.75,0.3
494,12,7,1.0,0.2857142857142857
495,30,21,0.5,0.23809523809523808
496,32,5,0.0,0.0
497,49,17,1.0,0.11764705882352941
498,28,10,0.0,0.0
499,16,11,0.7142857142857143,0.45454545454545453
500,51,19,0.0,0.0
501,22,17,1.0,0.29411764705882354
502,5,4,0.0,0.0
503,31,20,1.0,0.5
504,54,28,0.6666666666666666,0.21428571428571427
505,26,11,0.0,0.0
506,39,25,1.0,0.4
507,13,13,1.0,0.7692307692307693
508,14,8,1.0,0.375
509,7,1,0.0,0.0
510,5,1,0.0,0.0
511,1,1,0.0,0.0
512,5,5,1.0,0.4
513,1,1,1.0,1.0
514,39,21,0.6,0.2857142857142857
515,9,1,0.0,0.0
516,3,3,1.0,0.6666666666666666
517,7,3,0.0,0.0
518,13,6,0.6666666666666666,0.3333333333333333
519,12,7,0.75,0.42857142857142855
520,4,4,1.0,0.25
521,32,9,0.0,0.0
522,4,4,1.0,0.75
523,18,14,0.8,0.5714285714285714
524,72,42,0.5,0.023809523809523808
525,13,5,0.0,0.0
526,14,6,0.0,0.0
527,24,19,0.8,0.21052631578947367
528,11,7,1.0,0.2857142857142857
529,6,4,0.0,0.0
530,8,6,1.0,0.16666666666666666
531,1,1,0.0,0.0
532,55,43,1.0,0.23255813953488372
533,57,29,1.0,0.034482758620689655
534,18,16,0.9,0.5625
535,35,24,0.7,0.2916666666666667
536,34,23,0.9,0.391304347826087
537,86,19,0.0,0.0
538,15,7,0.0,0.0
539,14,7,0.5555555555555556,0.7142857142857143
540,9,6,1.0,0.3333333333333333
541,29,18,1.0,0.3333333333333333
542,23,12,1.0,0.3333333333333333
543,40,19,1.0,0.15789473684210525
544,6,1,0.0,0.0
545,39,17,0.5,0.058823529411764705
546,13,12,0.75,0.25
547,10,7,0.75,0.42857142857142855
548,37,22,1.0,0.09090909090909091
549,2,2,1.0,0.5
550,7,7,1.0,0.14285714285714285
551,67,40,0.7,0.175
552,16,2,0.0,0.0
553,13,11,0.8,0.7272727272727273
554,26,12,1.0,0.08333333333333333
555,9,6,0.75,0.5
556,8,6,0.8333333333333334,0.8333333333333334
557,5,0,0.0,0.0
558,5,4,1.0,1.0
559,15,9,0.0,0.0
560,19,10,1.0,0.2
561,63,19,0.0,0.0
562,15,11,0.0,0.0
563,7,6,0.0,0.0
564,5,3,1.0,0.3333333333333333
565,8,8,1.0,0.875
566,25,12,1.0,0.4166666666666667
567,35,25,0.9,0.36
568,12,7,0.0,0.0
569,14,8,0.0,0.0
570,6,2,0.0,0.0
571,4,3,0.0,0.0
572,3,1,0.0,0.0
573,11,8,1.0,0.375
574,12,4,1.0,0.5
575,7,2,0.0,0.0
576,8,2,1.0,1.0
577,33,22,0.9,0.4090909090909091
578,5,2,0.0,0.0
579,12,5,0.0,0.0
580,6,3,0.0,0.0
581,6,2,0.5,1.0
582,10,4,0.0,0.0
583,3,3,1.0,1.0
584,4,3,1.0,0.3333333333333333
585,19,10,0.75,0.3
586,39,13,0.6666666666666666,0.15384615384615385
587,16,4,0.0,0.0
588,45,23,0.625,0.21739130434782608
589,7,1,1.0,1.0
590,10,6,1.0,0.3333333333333333
591,10,6,0.0,0.0
592,59,37,0.9,0.24324324324324326
593,26,17,1.0,0.23529411764705882
594,6,4,0.0,0.0
595,18,10,1.0,0.1
596,2,1,0.0,0.0
597,10,8,1.0,0.125
598,2,2,0.0,0.0
599,11,7,1.0,0.2857142857142857
600,22,14,1.0,0.7142857142857143
601,28,15,0.0,0.0
602,8,6,0.5,0.16666666666666666
603,12,8,0.8571428571428571,0.75
604,6,3,0.0,0.0
605,14,6,0.625,0.8333333333333334
606,51,32,0.8,0.25
607,6,4,1.0,0.5
608,32,20,0.5714285714285714,0.2
609,7,3,0.0,0.0
610,15,6,1.0,0.6666666666666666
611,9,6,0.6,0.5
612,6,4,1.0,0.25
613,5,5,1.0,1.0
614,9,2,0.0,0.0
615,19,14,1.0,0.5
616,14,9,1.0,0.3333333333333333
617,21,8,0.0,0.0
618,52,24,0.0,0.0
619,22,12,1.0,0.25
620,18,10,0.6666666666666666,0.2
621,37,18,1.0,0.2777777777777778
622,50,27,0.9,0.3333333333333333
623,9,5,0.0,0.0
624,18,9,0.0,0.0
625,9,5,1.0,0.2
626,5,2,0.0,0.0
627,40,20,1.0,0.05
628,6,5,0.8,0.8
629,28,18,0.8,0.4444444444444444
630,30,7,0.5,0.14285714285714285
631,2,2,1.0,0.5
632,33,17,1.0,0.29411764705882354
633,9,2,0.0,0.0
634,26,16,0.0,0.0
635,7,3,0.0,0.0
636,5,4,0.8,1.0
637,22,1,0.0,0.0
638,9,4,0.0,0.0
639,26,13,0.0,0.0
640,16,16,1.0,0.625
641,5,3,0.5,0.3333333333333333
642,58,28,0.7777777777777778,0.25
643,42,28,1.0,0.35714285714285715
644,9,8,1.0,0.5
645,14,12,1.0,0.5833333333333334
646,9,3,0.0,0.0
647,17,12,0.75,0.25
648,58,22,0.6666666666666666,0.18181818181818182
649,5,4,0.0,0.0
650,62,12,1.0,0.08333333333333333
651,10,4,0.0,0.0
652,2,0,0.0,0.0
653,58,13,0.0,0.0
654,21,13,1.0,0.23076923076923078
655,145,23,0.0,0.0
656,6,0,0.0,0.0
657,7,4,0.0,0.0
658,12,9,1.0,0.1111111111111111
659,37,22,0.9,0.4090909090909091
660,39,11,0.0,0.0
661,26,20,1.0,0.4
662,7,4,0.5,0.25
663,30,13,1.0,0.3076923076923077
664,50,28,1.0,0.35714285714285715
665,33,16,1.0,0.1875
666,46,28,1.0,0.17857142857142858
667,11,6,1.0,0.5
668,11,5,0.0,0.0
669,23,9,0.0,0.0
670,10,7,0.0,0.0
671,29,12,0.6666666666666666,0.16666666666666666
672,8,2,0.0,0.0
673,7,5,1.0,0.6
674,11,5,0.0,0.0
675,7,4,1.0,0.25
676,16,11,1.0,0.45454545454545453
677,8,7,1.0,0.14285714285714285
678,5,1,0.0,0.0
679,11,7,0.5,0.2857142857142857
680,7,5,1.0,0.4
681,7,4,0.0,0.0
682,82,31,1.0,0.06451612903225806
683,16,6,1.0,0.16666666666666666
684,18,14,1.0,0.14285714285714285
685,3,0,0.0,0.0
686,19,17,1.0,0.5882352941176471
687,6,2,1.0,0.5
688,3,3,1.0,1.0
689,13,10,1.0,0.4
690,28,10,1.0,0.1
691,4,3,1.0,1.0
692,9,5,0.0,0.0
693,34,13,0.0,0.0
694,31,27,1.0,0.37037037037037035
695,10,7,1.0,0.14285714285714285
696,6,5,0.75,0.6
697,22,13,0.8,0.3076923076923077
698,21,7,0.0,0.0
699,27,8,0.0,0.0
700,4,3,1.0,0.3333333333333333
701,5,4,0.8,1.0
702,6,3,0.0,0.0
703,11,7,1.0,0.2857142857142857
704,17,11,0.0,0.0
705,30,16,0.75,0.375
706,1,1,0.0,0.0
707,44,21,0.6,0.14285714285714285
708,30,18,1.0,0.1111111111111111
709,28,18,1.0,0.2777777777777778
710,17,12,1.0,0.4166666666666667
711,42,28,1.0,0.35714285714285715
712,26,18,0.8571428571428571,0.3333333333333333
713,6,0,0.0,0.0
714,7,3,0.0,0.0
715,29,13,1.0,0.15384615384615385
716,62,42,1.0,0.23809523809523808
717,13,6,0.5,0.16666666666666666
718,14,8,0.5,0.125
719,20,8,1.0,0.125
720,6,5,0.75,0.6
721,39,18,1.0,0.2777777777777778
722,8,5,1.0,0.2
723,1,0,0.0,0.0
724,15,4,0.0,0.0
725,4,2,0.5,0.5
726,3,1,0.0,0.0
727,73,27,0.0,0.0
728,4,3,0.0,0.0
729,6,2,0.0,0.0
730,6,3,0.0,0.0
731,20,13,0.0,0.0
732,7,4,1.0,0.5
733,29,11,0.0,0.0
734,13,10,1.0,0.1
735,7,0,0.0,0.0
736,3,0,0.0,0.0
737,4,4,1.0,0.5
738,32,18,0.6666666666666666,0.1111111111111111
739,9,7,0.0,0.0
740,1,0,0.0,0.0
741,20,11,1.0,0.18181818181818182
742,4,1,0.0,0.0
743,9,5,1.0,0.2
744,5,3,0.0,0.0
745,9,1,0.0,0.0
746,17,10,1.0,0.3
747,68,45,1.0,0.2222222222222222
748,31,18,0.8571428571428571,0.3333333333333333
749,62,35,0.8,0.22857142857142856
750,10,5,0.0,0.0
751,31,14,0.5,0.07142857142857142
752,14,4,0.0,0.0
753,15,8,0.0,0.0
754,3,2,0.0,0.0
755,6,1,0.0,0.0
756,17,8,0.0,0.0
757,33,13,0.6666666666666666,0.15384615384615385
758,60,43,1.0,0.23255813953488372
759,4,4,1.0,0.75
760,9,3,0.0,0.0
761,13,3,1.0,0.3333333333333333
762,4,3,0.0,0.0
763,29,18,0.875,0.3888888888888889
764,13,7,0.5,0.14285714285714285
765,9,7,0.8,0.5714285714285714
766,35,14,1.0,0.07142857142857142
767,11,11,1.0,0.9090909090909091
768,8,6,0.0,0.0
769,4,1,0.0,0.0
770,14,13,1.0,0.6923076923076923
771,19,15,0.5,0.06666666666666667
772,9,8,1.0,0.375
773,27,13,1.0,0.23076923076923078
774,54,7,0.0,0.0
775,2,2,0.0,0.0
776,15,9,0.8,0.4444444444444444
777,8,7,1.0,0.2857142857142857
778,18,6,0.0,0.0
779,8,8,1.0,0.5
780,10,7,0.75,0.42857142857142855
781,7,5,1.0,1.0
782,50,11,0.0,0.0
783,4,2,1.0,0.5
784,10,7,0.8,0.5714285714285714
785,5,4,0.0,0.0
786,24,21,0.875,0.3333333333333333
787,7,4,0.0,0.0
788,50,21,1.0,0.09523809523809523
789,8,5,0.0,0.0
790,46,18,0.0,0.0
791,4,4,1.0,0.25
792,6,3,0.0,0.0
793,10,3,0.0,0.0
794,10,7,0.8571428571428571,0.8571428571428571
795,34,12,0.0,0.0
796,58,34,0.6666666666666666,0.058823529411764705
797,4,0,0.0,0.0
798,38,18,0.6666666666666666,0.1111111111111111
799,8,6,0.8,0.6666666666666666
800,8,5,1.0,0.2
801,4,3,1.0,0.6666666666666666
802,16,10,0.8,0.4
803,5,2,0.0,0.0
804,61,32,1.0,0.3125
805,59,37,1.0,0.16216216216216217
806,27,12,0.8571428571428571,0.5
807,33,23,0.9,0.391304347826087
808,4,3,0.75,1.0
809,6,3,1.0,0.6666666666666666
810,6,5,0.8,0.8
811,3,3,1.0,0.6666666666666666
812,3,2,0.5,0.5
813,6,3,0.0,0.0
814,7,0,0.0,0.0
815,32,21,1.0,0.23809523809523808
816,5,2,1.0,1.0
817,4,3,0.0,0.0
818,4,2,1.0,1.0
819,7,4,0.75,0.75
820,5,1,0.0,0.0
821,14,10,1.0,1.0
822,5,1,0.0,0.0
823,37,28,1.0,0.35714285714285715
824,3,0,0.0,0.0
825,27,16,0.6666666666666666,0.25
826,18,13,0.7142857142857143,0.38461538461538464
827,5,0,0.0,0.0
828,19,8,0.0,0.0
829,13,8,0.0,0.0
830,16,9,0.9,1.0
831,12,9,1.0,0.2222222222222222
832,4,1,0.0,0.0
833,51,24,0.0,0.0
834,14,13,1.0,0.3076923076923077
835,28,23,1.0,0.43478260869565216
836,11,8,1.0,0.75
837,10,6,0.0,0.0
838,19,15,0.875,0.4666666666666667
839,14,3,1.0,0.6666666666666666
840,35,20,0.7,0.35
841,3,3,1.0,0.6666666666666666
842,5,3,0.5,0.3333333333333333
843,39,5,0.0,0.0
844,11,5,1.0,0.2
845,5,3,0.0,0.0
846,80,55,1.0,0.18181818181818182
847,34,14,0.0,0.0
