user_id,rank,item_id,predicted,title
122,4,851,4.640399788497856,Two or Three Things I Know About Her (1966)
122,5,408,4.638710835963243,"Close Shave, A (1995)"
122,6,1193,4.610923987223438,Before the Rain (Pred dozhdot) (1994)
122,7,1398,4.573297984064119,Anna (1996)
122,8,483,4.5705103499407045,Casablanca (1942)
122,9,923,4.5703364629454954,Raise the Red Lantern (1991)
122,10,1194,4.550984411172325,Once Were Warriors (1994)
194,1,1449,4.196969954113256,Pather Panchali (1955)
194,2,1512,4.127501231996063,"World of Apu, The (Apur Sansar) (1959)"
194,3,1467,4.0482722243398435,"Saint of Fort Washington, The (1993)"
194,4,169,3.9938337047766566,"Wrong Trousers, The (1993)"
194,5,408,3.950331153461895,"Close Shave, A (1995)"
194,6,64,3.9377060757800186,"Shawshank Redemption, The (1994)"
194,7,114,3.888006791777162,Wallace & Gromit: The Best of Aardman Animation (1996)
194,8,1599,3.8815726705019915,Someone Else's America (1995)
194,9,603,3.8772673438137915,Rear Window (1954)
194,10,867,3.864541515114971,"Whole Wide World, The (1996)"
291,1,1467,4.94542940152779,"Saint of Fort Washington, The (1993)"
291,2,1512,4.930673396668643,"World of Apu, The (Apur Sansar) (1959)"
291,3,1449,4.8966993034977815,Pather Panchali (1955)
291,4,169,4.82805051895966,"Wrong Trousers, The (1993)"
291,5,318,4.737599353964159,Schindler's List (1993)
291,6,408,4.715796390747986,"Close Shave, A (1995)"
291,7,178,4.712008428272872,12 Angry Men (1957)
291,8,114,4.701859543661879,Wallace & Gromit: The Best of Aardman Animation (1996)
291,9,357,4.69890121395,One Flew Over the Cuckoo's Nest (1975)
291,10,127,4.698330908295111,"Godfather, The (1972)"
234,1,1512,4.091436104338223,"World of Apu, The (Apur Sansar) (1959)"
234,2,1467,4.0044337197454585,"Saint of Fort Washington, The (1993)"
234,3,169,3.9741915933134173,"Wrong Trousers, The (1993)"
234,4,408,3.9726368891333967,"Close Shave, A (1995)"
234,5,1599,3.948758606842762,Someone Else's America (1995)
234,6,1398,3.918464484764699,Anna (1996)
234,7,1189,3.906565114428893,Prefontaine (1997)
234,8,114,3.8572720523858024,Wallace & Gromit: The Best of Aardman Animation (1996)
234,9,1642,3.8124959803165304,Some Mother's Son (1996)
234,10,98,3.800392644166704,"Silence of the Lambs, The (1991)"
119,1,1449,5.0,Pather Panchali (1955)
119,2,318,4.798829879968191,Schindler's List (1993)
119,3,1512,4.793596517554186,"World of Apu, The (Apur Sansar) (1959)"
119,4,408,4.768322736692607,"Close Shave, A (1995)"
119,5,867,4.761540605995907,"Whole Wide World, The (1996)"
119,6,1467,4.756454005209871,"Saint of Fort Washington, The (1993)"
119,7,64,4.743754236498359,"Shawshank Redemption, The (1994)"
119,8,169,4.729657326641532,"Wrong Trousers, The (1993)"
119,9,1064,4.708678936264824,Crossfire (1947)
119,10,114,4.682060584960959,Wallace & Gromit: The Best of Aardman Animation (1996)
167,1,1449,4.575609310641177,Pather Panchali (1955)
167,2,1512,4.4532860608298295,"World of Apu, The (Apur Sansar) (1959)"
167,3,483,4.287576654474002,Casablanca (1942)
167,4,1554,4.27345261602371,Safe Passage (1994)
167,5,1189,4.266926252293264,Prefontaine (1997)
167,6,867,4.264240969061816,"Whole Wide World, The (1996)"
167,7,496,4.262877558316635,It's a Wonderful Life (1946)
167,8,657,4.230059768333163,"Manchurian Candidate, The (1962)"
167,9,1642,4.229778761173308,Some Mother's Son (1996)
167,10,718,4.225045795083656,In the Bleak Midwinter (1995)
299,1,1449,4.523072824316316,Pather Panchali (1955)
299,2,1512,4.4267758330261415,"World of Apu, The (Apur Sansar) (1959)"
299,3,1467,4.27304613467022,"Saint of Fort Washington, The (1993)"
299,4,408,4.2530145575473455,"Close Shave, A (1995)"
299,5,867,4.212767875474972,"Whole Wide World, The (1996)"
299,6,114,4.198772310471773,Wallace & Gromit: The Best of Aardman Animation (1996)
299,7,64,4.169694979552122,"Shawshank Redemption, The (1994)"
299,8,1599,4.1629475947102,Someone Else's America (1995)
299,9,178,4.155382915228459,12 Angry Men (1957)
299,10,1398,4.14853173023329,Anna (1996)
308,1,1449,4.7819049964299065,Pather Panchali (1955)
308,2,1512,4.704917294714055,"World of Apu, The (Apur Sansar) (1959)"
308,3,1467,4.675814063754394,"Saint of Fort Washington, The (1993)"
308,4,169,4.609657348034042,"Wrong Trousers, The (1993)"
308,5,867,4.546966821070707,"Whole Wide World, The (1996)"
308,6,1599,4.52664777996205,Someone Else's America (1995)
308,7,114,4.507889074608166,Wallace & Gromit: The Best of Aardman Animation (1996)
308,8,12,4.497624306501633,"Usual Suspects, The (1995)"
308,9,1398,4.492988216846839,Anna (1996)
308,10,119,4.473331068180454,Maya Lin: A Strong Clear Vision (1994)
95,1,1449,4.573997534284138,Pather Panchali (1955)
95,2,318,4.443304124396726,Schindler's List (1993)
95,3,1512,4.432556241515488,"World of Apu, The (Apur Sansar) (1959)"
95,4,1467,4.374460690925097,"Saint of Fort Washington, The (1993)"
95,5,1554,4.35135955282257,Safe Passage (1994)
95,6,169,4.3219026792332755,"Wrong Trousers, The (1993)"
95,7,1189,4.31747696712989,Prefontaine (1997)
95,8,1064,4.304547508521553,Crossfire (1947)
95,9,313,4.29536366516368,Titanic (1997)
95,10,1450,4.26576530934947,Golden Earrings (1947)
38,1,143,4.920287395008037,"Sound of Music, The (1965)"
38,2,1554,4.830576119415215,Safe Passage (1994)
38,3,318,4.822054501854442,Schindler's List (1993)
38,4,1450,4.7710971185280595,Golden Earrings (1947)
38,5,64,4.718456124982993,"Shawshank Redemption, The (1994)"
38,6,969,4.687763544138289,Winnie the Pooh and the Blustery Day (1968)
38,7,1189,4.648769602366984,Prefontaine (1997)
38,8,1467,4.615100147881786,"Saint of Fort Washington, The (1993)"
38,9,66,4.606034038210357,While You Were Sleeping (1995)
38,10,496,4.598119939170928,It's a Wonderful Life (1946)
63,1,1449,4.23440690589683,Pather Panchali (1955)
63,2,1512,4.203598901243003,"World of Apu, The (Apur Sansar) (1959)"
63,3,1467,4.037832140869294,"Saint of Fort Washington, The (1993)"
63,4,169,4.035180455299554,"Wrong Trousers, The (1993)"
63,5,178,3.9915158299433346,12 Angry Men (1957)
63,6,1398,3.9899377939831777,Anna (1996)
63,7,1642,3.989574346741488,Some Mother's Son (1996)
63,8,603,3.9847860210331345,Rear Window (1954)
63,9,114,3.9689670806793735,Wallace & Gromit: The Best of Aardman Animation (1996)
63,10,119,3.964764832629786,Maya Lin: A Strong Clear Vision (1994)
160,1,1512,4.961135222416298,"World of Apu, The (Apur Sansar) (1959)"
160,2,1449,4.900649864029985,Pather Panchali (1955)
160,3,1599,4.800432688771001,Someone Else's America (1995)
160,4,1467,4.725591753076253,"Saint of Fort Washington, The (1993)"
160,5,119,4.661555476299833,Maya Lin: A Strong Clear Vision (1994)
160,6,178,4.6440560493773555,12 Angry Men (1957)
160,7,12,4.641941541676057,"Usual Suspects, The (1995)"
160,8,1398,4.628254946866457,Anna (1996)
160,9,357,4.599982922418116,One Flew Over the Cuckoo's Nest (1975)
160,10,474,4.577517903349681,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
50,1,1449,4.2120132681958395,Pather Panchali (1955)
50,2,1064,4.119761843268407,Crossfire (1947)
50,3,1642,4.091363980016883,Some Mother's Son (1996)
50,4,1467,4.088294737784372,"Saint of Fort Washington, The (1993)"
50,5,169,4.062879350702711,"Wrong Trousers, The (1993)"
50,6,867,4.038366431578087,"Whole Wide World, The (1996)"
50,7,1554,4.0303469264568825,Safe Passage (1994)
50,8,1398,4.01536306506382,Anna (1996)
50,9,10,4.013317198590473,Richard III (1995)
50,10,1450,4.006134812160739,Golden Earrings (1947)
225,1,1512,5.0,"World of Apu, The (Apur Sansar) (1959)"
225,2,1449,5.0,Pather Panchali (1955)
225,3,1467,4.94109566195051,"Saint of Fort Washington, The (1993)"
225,4,169,4.8853730691040615,"Wrong Trousers, The (1993)"
225,5,867,4.869870005716281,"Whole Wide World, The (1996)"
225,6,1398,4.82655544890515,Anna (1996)
225,7,127,4.821965925767215,"Godfather, The (1972)"
225,8,483,4.820816158805106,Casablanca (1942)
225,9,408,4.813965975047367,"Close Shave, A (1995)"
225,10,178,4.812321917096024,12 Angry Men (1957)
290,1,1467,4.349249475390321,"Saint of Fort Washington, The (1993)"
290,2,1449,4.33760437708296,Pather Panchali (1955)
290,3,1554,4.216567045588518,Safe Passage (1994)
290,4,313,4.201621253628651,Titanic (1997)
290,5,1064,4.190553012957557,Crossfire (1947)
290,6,1189,4.187774818645653,Prefontaine (1997)
290,7,169,4.162574106130808,"Wrong Trousers, The (1993)"
290,8,1450,4.145283486078321,Golden Earrings (1947)
290,9,1512,4.087378691602473,"World of Apu, The (Apur Sansar) (1959)"
290,10,867,4.082390477582481,"Whole Wide World, The (1996)"
97,1,1449,4.6265196467879095,Pather Panchali (1955)
97,2,867,4.603982545998226,"Whole Wide World, The (1996)"
97,3,1368,4.557445191163424,Mina Tannenbaum (1994)
97,4,1467,4.545958072031822,"Saint of Fort Washington, The (1993)"
97,5,1064,4.542347171939593,Crossfire (1947)
97,6,119,4.470645294679558,Maya Lin: A Strong Clear Vision (1994)
97,7,114,4.445879621323214,Wallace & Gromit: The Best of Aardman Animation (1996)
97,8,1512,4.4268613929735565,"World of Apu, The (Apur Sansar) (1959)"
97,9,1500,4.408256499574622,Santa with Muscles (1996)
97,10,174,4.3923625665510695,Raiders of the Lost Ark (1981)
157,1,1512,5.0,"World of Apu, The (Apur Sansar) (1959)"
157,2,1449,4.949032966973832,Pather Panchali (1955)
157,3,169,4.9042584613337015,"Wrong Trousers, The (1993)"
157,4,1599,4.896264739664976,Someone Else's America (1995)
157,5,1467,4.872874174247268,"Saint of Fort Washington, The (1993)"
157,6,867,4.8385234058859075,"Whole Wide World, The (1996)"
157,7,12,4.824973352494996,"Usual Suspects, The (1995)"
157,8,408,4.816893409113206,"Close Shave, A (1995)"
157,9,119,4.813565245896082,Maya Lin: A Strong Clear Vision (1994)
157,10,114,4.808004532236492,Wallace & Gromit: The Best of Aardman Animation (1996)
278,1,1467,4.97326876196772,"Saint of Fort Washington, The (1993)"
278,2,318,4.96152942290007,Schindler's List (1993)
278,3,1449,4.96066240131891,Pather Panchali (1955)
278,4,64,4.8868281666563025,"Shawshank Redemption, The (1994)"
278,5,1512,4.874809027323564,"World of Apu, The (Apur Sansar) (1959)"
278,6,1450,4.826107552458987,Golden Earrings (1947)
278,7,320,4.803570386328833,Paradise Lost: The Child Murders at Robin Hood Hills (1996)
278,8,169,4.797085437242542,"Wrong Trousers, The (1993)"
278,9,408,4.791385612019307,"Close Shave, A (1995)"
278,10,1189,4.789794181016111,Prefontaine (1997)
7,1,1449,4.94434148285467,Pather Panchali (1955)
7,2,1467,4.909107220255586,"Saint of Fort Washington, The (1993)"
7,3,1512,4.88142369811789,"World of Apu, The (Apur Sansar) (1959)"
7,4,318,4.797055149972439,Schindler's List (1993)
7,5,1599,4.7749466527740525,Someone Else's America (1995)
7,6,867,4.749959197571181,"Whole Wide World, The (1996)"
7,7,169,4.728660154138713,"Wrong Trousers, The (1993)"
7,8,408,4.726881348738329,"Close Shave, A (1995)"
7,9,1189,4.72518169173378,Prefontaine (1997)
7,10,50,4.700911585758679,Star Wars (1977)
10,1,1449,4.98178224831409,Pather Panchali (1955)
10,2,1512,4.887123259921886,"World of Apu, The (Apur Sansar) (1959)"
10,3,1467,4.856407908407804,"Saint of Fort Washington, The (1993)"
10,4,318,4.795724568832664,Schindler's List (1993)
10,5,64,4.745325171778746,"Shawshank Redemption, The (1994)"
10,6,169,4.735251931671831,"Wrong Trousers, The (1993)"
10,7,867,4.701598751716173,"Whole Wide World, The (1996)"
10,8,408,4.697508818901955,"Close Shave, A (1995)"
10,9,1189,4.693938777489857,Prefontaine (1997)
10,10,1599,4.686496844702478,Someone Else's America (1995)
284,1,1449,4.815308611016277,Pather Panchali (1955)
284,2,1512,4.697581071093436,"World of Apu, The (Apur Sansar) (1959)"
284,3,1467,4.5140868001180365,"Saint of Fort Washington, The (1993)"
284,4,169,4.512512896264774,"Wrong Trousers, The (1993)"
284,5,119,4.510505578756354,Maya Lin: A Strong Clear Vision (1994)
284,6,1064,4.456796541808796,Crossfire (1947)
284,7,1642,4.4508720111389515,Some Mother's Son (1996)
284,8,318,4.4448297707111335,Schindler's List (1993)
284,9,178,4.441867078439065,12 Angry Men (1957)
284,10,408,4.43916847441827,"Close Shave, A (1995)"
201,1,1512,4.167613911425245,"World of Apu, The (Apur Sansar) (1959)"
201,2,1449,4.163206214097052,Pather Panchali (1955)
201,3,1599,4.030921439913917,Someone Else's America (1995)
201,4,1467,3.990010006806694,"Saint of Fort Washington, The (1993)"
201,5,178,3.921095500414236,12 Angry Men (1957)
201,6,169,3.918166787958124,"Wrong Trousers, The (1993)"
201,7,119,3.8934931818221523,Maya Lin: A Strong Clear Vision (1994)
201,8,64,3.882394248517659,"Shawshank Redemption, The (1994)"
201,9,1064,3.8714412088123007,Crossfire (1947)
201,10,320,3.8678458689644453,Paradise Lost: The Child Murders at Robin Hood Hills (1996)
276,1,1512,4.7755573461888305,"World of Apu, The (Apur Sansar) (1959)"
276,2,1449,4.751277450683363,Pather Panchali (1955)
276,3,1467,4.661774394112668,"Saint of Fort Washington, The (1993)"
276,4,114,4.53427380185932,Wallace & Gromit: The Best of Aardman Animation (1996)
276,5,178,4.5224421171723606,12 Angry Men (1957)
276,6,119,4.518711578845082,Maya Lin: A Strong Clear Vision (1994)
276,7,1599,4.500456431817865,Someone Else's America (1995)
276,8,483,4.479297210612755,Casablanca (1942)
276,9,320,4.474497020405176,Paradise Lost: The Child Murders at Robin Hood Hills (1996)
276,10,1398,4.441426130471023,Anna (1996)
287,1,1512,5.0,"World of Apu, The (Apur Sansar) (1959)"
287,2,1449,5.0,Pather Panchali (1955)
287,3,169,5.0,"Wrong Trousers, The (1993)"
287,4,1467,4.952814455848603,"Saint of Fort Washington, The (1993)"
287,5,114,4.942288820907551,Wallace & Gromit: The Best of Aardman Animation (1996)
287,6,408,4.92299977486858,"Close Shave, A (1995)"
287,7,12,4.909106222952437,"Usual Suspects, The (1995)"
287,8,318,4.878601791930734,Schindler's List (1993)
287,9,1064,4.8597483665639265,Crossfire (1947)
287,10,603,4.850432081977341,Rear Window (1954)
242,1,867,5.0,"Whole Wide World, The (1996)"
242,2,1512,5.0,"World of Apu, The (Apur Sansar) (1959)"
242,3,1449,5.0,Pather Panchali (1955)
242,4,318,5.0,Schindler's List (1993)
242,5,408,4.984549983350803,"Close Shave, A (1995)"
242,6,169,4.9746472131682005,"Wrong Trousers, The (1993)"
242,7,483,4.969917924305685,Casablanca (1942)
242,8,1639,4.969163528303784,Bitter Sugar (Azucar Amargo) (1996)
242,9,1064,4.945345353631008,Crossfire (1947)
242,10,64,4.942628422470736,"Shawshank Redemption, The (1994)"
249,1,1449,5.0,Pather Panchali (1955)
249,2,1512,5.0,"World of Apu, The (Apur Sansar) (1959)"
249,3,1467,4.893239515975969,"Saint of Fort Washington, The (1993)"
249,4,114,4.787660477213189,Wallace & Gromit: The Best of Aardman Animation (1996)
249,5,178,4.769700259088105,12 Angry Men (1957)
249,6,119,4.755905291479942,Maya Lin: A Strong Clear Vision (1994)
249,7,12,4.738220359245314,"Usual Suspects, The (1995)"
249,8,1599,4.73110533510087,Someone Else's America (1995)
249,9,320,4.723092726582081,Paradise Lost: The Child Murders at Robin Hood Hills (1996)
249,10,127,4.708880514020702,"Godfather, The (1972)"
99,1,1449,4.69421447336693,Pather Panchali (1955)
99,2,1467,4.660951173660303,"Saint of Fort Washington, The (1993)"
99,3,1512,4.589497637234129,"World of Apu, The (Apur Sansar) (1959)"
99,4,169,4.581603989985405,"Wrong Trousers, The (1993)"
99,5,318,4.562294873521318,Schindler's List (1993)
99,6,1599,4.542621544333492,Someone Else's America (1995)
99,7,1064,4.511170169792393,Crossfire (1947)
99,8,1189,4.510957264085564,Prefontaine (1997)
99,9,357,4.493034495121879,One Flew Over the Cuckoo's Nest (1975)
99,10,867,4.479016783000479,"Whole Wide World, The (1996)"
178,1,1449,4.6513163034244815,Pather Panchali (1955)
178,2,1467,4.605879214418205,"Saint of Fort Washington, The (1993)"
178,3,1189,4.541562630840843,Prefontaine (1997)
178,4,169,4.521824375333644,"Wrong Trousers, The (1993)"
178,5,1064,4.498385831460555,Crossfire (1947)
178,6,867,4.493499295746857,"Whole Wide World, The (1996)"
178,7,1554,4.448319762906897,Safe Passage (1994)
178,8,1512,4.447725592633278,"World of Apu, The (Apur Sansar) (1959)"
178,9,1450,4.437210193653696,Golden Earrings (1947)
178,10,408,4.41745944156051,"Close Shave, A (1995)"
81,1,1449,4.521720827018168,Pather Panchali (1955)
81,2,64,4.353655158921767,"Shawshank Redemption, The (1994)"
81,3,1512,4.326682928912857,"World of Apu, The (Apur Sansar) (1959)"
81,4,1450,4.257676507076191,Golden Earrings (1947)
81,5,1467,4.255448108327311,"Saint of Fort Washington, The (1993)"
81,6,272,4.2249670649113185,Good Will Hunting (1997)
81,7,1554,4.214955068996877,Safe Passage (1994)
81,8,313,4.203946371437029,Titanic (1997)
81,9,1064,4.194661668905435,Crossfire (1947)
81,10,178,4.185861208949531,12 Angry Men (1957)
260,1,867,5.0,"Whole Wide World, The (1996)"
260,2,1233,5.0,Nénette et Boni (1996)
260,3,1449,5.0,Pather Panchali (1955)
260,4,1062,4.983964196192129,Four Days in September (1997)
260,5,1599,4.963197010085883,Someone Else's America (1995)
260,6,1467,4.955298380906121,"Saint of Fort Washington, The (1993)"
260,7,408,4.949903018968282,"Close Shave, A (1995)"
260,8,1639,4.945910035052447,Bitter Sugar (Azucar Amargo) (1996)
260,9,1368,4.942163827245442,Mina Tannenbaum (1994)
260,10,1512,4.936710862127572,"World of Apu, The (Apur Sansar) (1959)"
25,1,1449,4.768618819485589,Pather Panchali (1955)
25,2,1467,4.625151970922483,"Saint of Fort Washington, The (1993)"
25,3,318,4.6122766456561,Schindler's List (1993)
25,4,64,4.599671064496776,"Shawshank Redemption, The (1994)"
25,5,1189,4.569390558628943,Prefontaine (1997)
25,6,1512,4.551264237067583,"World of Apu, The (Apur Sansar) (1959)"
25,7,1450,4.523977531514299,Golden Earrings (1947)
25,8,1064,4.508418653254864,Crossfire (1947)
25,9,867,4.49175139983422,"Whole Wide World, The (1996)"
25,10,313,4.48799496283191,Titanic (1997)
72,1,1449,4.798596513095597,Pather Panchali (1955)
72,2,1512,4.63725783759069,"World of Apu, The (Apur Sansar) (1959)"
