item_id,n,mean
129,129,3.8217054263565893
130,23,2.260869565217391
131,95,3.7263157894736842
132,246,4.0772357723577235
133,171,3.871345029239766
134,198,4.292929292929293
135,259,3.969111969111969
136,105,4.123809523809523
137,171,3.9005847953216373
138,19,2.5789473684210527
139,50,2.78
140,61,3.2131147540983607
141,72,3.5
142,57,3.0701754385964914
143,222,3.765765765765766
144,243,3.8724279835390947
145,65,2.4461538461538463
146,10,2.5
147,185,3.4702702702702704
148,128,3.203125
149,23,3.0
150,157,3.828025477707006
151,326,3.6319018404907975
152,82,3.6341463414634148
153,247,3.785425101214575
154,174,3.7471264367816093
155,98,3.1020408163265305
156,148,3.9864864864864864
157,127,3.6929133858267718
158,60,2.6166666666666667
159,101,3.227722772277228
160,69,3.463768115942029
161,220,3.481818181818182
162,106,3.556603773584906
163,92,3.5543478260869565
164,151,3.589403973509934
165,64,4.109375
166,58,4.120689655172414
167,67,2.955223880597015
168,316,4.0664556962025316
169,118,4.466101694915254
170,121,4.1735537190082646
171,65,3.876923076923077
172,367,4.204359673024523
173,324,4.172839506172839
174,420,4.252380952380952
175,208,3.8173076923076925
176,284,3.9471830985915495
177,137,3.8613138686131387
178,125,4.344
179,221,3.909502262443439
180,221,4.04524886877828
181,507,4.007889546351085
182,226,3.9513274336283186
183,291,4.034364261168385
184,116,3.4310344827586206
185,239,4.100418410041841
186,251,3.8366533864541834
187,209,4.186602870813397
188,170,3.6823529411764704
189,66,4.106060606060606
190,124,4.137096774193548
191,276,4.163043478260869
192,116,4.120689655172414
193,157,3.917197452229299
194,241,4.058091286307054
195,301,3.9335548172757475
196,251,3.9163346613545817
197,239,4.104602510460251
198,127,4.0078740157480315
199,165,4.175757575757576
200,206,3.825242718446602
201,89,3.5168539325842696
202,280,3.7642857142857142
203,182,3.868131868131868
204,350,3.834285714285714
205,136,3.9926470588235294
206,50,3.38
207,66,3.8181818181818183
208,200,3.945
209,191,3.905759162303665
210,331,3.930513595166163
211,206,3.912621359223301
212,92,3.4565217391304346
213,134,3.985074626865672
214,114,3.3508771929824563
215,212,3.69811320754717
216,290,3.910344827586207
217,120,3.158333333333333
218,171,3.456140350877193
219,111,3.171171171171171
220,66,3.3636363636363638
221,74,3.72972972972973
222,365,3.66027397260274
223,136,4.198529411764706
224,44,3.7045454545454546
225,109,2.908256880733945
226,166,3.355421686746988
227,161,3.279503105590062
228,244,3.8155737704918034
229,171,3.111111111111111
230,199,3.4472361809045227
231,142,2.683098591549296
232,101,3.207920792079208
233,124,3.2903225806451615
234,280,3.775
235,217,2.847926267281106
236,45,3.6222222222222222
237,384,3.7109375
238,256,3.875
239,150,3.513333333333333
240,156,2.7884615384615383
241,128,3.546875
242,117,3.9914529914529915
243,132,2.4393939393939394
244,48,3.1666666666666665
245,240,3.1083333333333334
246,124,3.935483870967742
247,5,1.8
248,160,3.675
249,130,3.246153846153846
250,197,3.4771573604060912
251,46,4.260869565217392
252,158,2.9430379746835444
253,26,3.6923076923076925
254,62,2.4516129032258065
255,172,3.36046511627907
256,16,3.5625
257,303,3.745874587458746
258,509,3.8035363457760316
259,162,2.685185185185185
260,127,2.574803149606299
261,43,2.558139534883721
262,66,3.712121212121212
263,19,2.1578947368421053
264,101,2.742574257425743
265,227,3.8634361233480177
266,35,2.7142857142857144
267,9,3.4444444444444446
268,255,3.792156862745098
269,315,3.926984126984127
270,136,3.5955882352941178
271,211,3.2322274881516586
272,198,4.262626262626263
273,223,3.569506726457399
274,190,3.5
275,268,4.0111940298507465
276,298,3.697986577181208
277,71,3.464788732394366
278,60,3.2333333333333334
279,28,3.2857142857142856
280,85,3.1882352941176473
281,146,3.143835616438356
282,232,3.685344827586207
283,177,3.7175141242937855
284,193,3.160621761658031
285,162,4.265432098765432
286,481,3.656964656964657
287,78,3.58974358974359
288,478,3.4414225941422596
289,259,2.9806949806949805
290,96,3.1145833333333335
291,127,3.37007874015748
292,114,3.6666666666666665
293,147,3.802721088435374
294,485,3.156701030927835
295,77,3.4025974025974026
296,6,3.3333333333333335
297,50,3.96
298,194,3.768041237113402
299,73,2.9315068493150687
300,431,3.6310904872389793
301,230,3.3043478260869565
302,297,4.161616161616162
303,134,3.6865671641791047
304,149,3.5369127516778525
305,87,3.6436781609195403
306,96,3.9479166666666665
307,188,3.515957446808511
308,30,2.966666666666667
309,28,2.857142857142857
310,145,3.6
311,75,3.68
312,80,3.1625
313,350,4.2457142857142856
314,5,1.0
315,160,4.1
316,112,4.196428571428571
317,102,3.911764705882353
318,298,4.466442953020135
319,168,3.2738095238095237
320,20,4.05
321,169,3.1301775147928996
322,218,3.0871559633027523
323,240,2.933333333333333
324,125,3.136
325,128,2.546875
326,175,3.36
327,175,3.3771428571428572
328,295,3.4237288135593222
329,45,3.3333333333333335
330,41,3.024390243902439
331,113,3.5398230088495577
332,143,3.4615384615384617
333,251,3.593625498007968
334,64,3.359375
335,21,2.761904761904762
336,43,2.627906976744186
337,18,3.0
338,91,2.659340659340659
339,47,3.25531914893617
340,189,3.5873015873015874
341,11,3.090909090909091
342,52,2.923076923076923
343,124,3.096774193548387
344,55,3.6545454545454548
345,65,3.4
346,126,3.642857142857143
347,137,3.510948905109489
348,27,3.2962962962962963
349,31,2.903225806451613
350,41,3.1463414634146343
351,20,2.7
352,26,2.1153846153846154
353,14,2.4285714285714284
354,72,3.486111111111111
355,41,2.926829268292683
356,97,3.381443298969072
357,264,4.291666666666667
358,143,2.6153846153846154
359,18,3.5
360,10,3.2
361,10,3.5
362,28,2.8214285714285716
363,47,2.723404255319149
364,37,2.675675675675676
365,48,3.2083333333333335
366,47,3.3404255319148937
367,170,3.458823529411765
368,31,1.903225806451613
369,55,2.6363636363636362
370,39,2.8205128205128207
371,67,3.1641791044776117
372,34,3.5294117647058822
373,39,2.8974358974358974
374,11,2.272727272727273
375,23,1.9565217391304348
376,24,2.8333333333333335
377,13,2.1538461538461537
378,101,3.722772277227723
379,43,2.9767441860465116
380,116,3.336206896551724
381,100,3.55
382,111,3.5945945945945947
383,31,2.064516129032258
384,69,2.782608695652174
385,208,3.5625
386,87,2.8160919540229883
387,65,3.3846153846153846
388,28,2.392857142857143
389,27,3.4444444444444446
390,10,3.2
391,59,2.7457627118644066
392,68,3.5441176470588234
393,192,3.4114583333333335
394,12,3.3333333333333335
395,56,2.5892857142857144
396,54,2.814814814814815
397,12,2.5833333333333335
398,26,2.076923076923077
399,89,3.303370786516854
400,18,2.7222222222222223
401,76,2.8026315789473686
402,170,3.4647058823529413
403,201,3.427860696517413
404,101,3.6732673267326734
405,344,3.313953488372093
406,49,2.4489795918367347
407,43,2.511627906976744
408,112,4.491071428571429
409,70,3.142857142857143
410,162,3.1296296296296298
411,163,2.914110429447853
412,93,2.3978494623655915
413,55,2.6363636363636362
414,62,3.532258064516129
415,25,2.84
416,64,3.484375
417,73,3.095890410958904
418,129,3.5813953488372094
419,178,3.7247191011235956
420,81,3.6666666666666665
421,106,3.5943396226415096
422,26,2.8461538461538463
423,300,3.8333333333333335
424,19,1.3157894736842106
425,85,3.7411764705882353
426,32,2.84375
427,219,4.292237442922374
428,121,3.8181818181818183
429,97,3.9381443298969074
430,93,4.0
431,153,3.5359477124183005
432,174,3.7701149425287355
433,171,3.690058479532164
434,67,3.8358208955223883
435,216,3.949074074074074
436,99,3.5353535353535355
437,5,1.0
438,6,1.1666666666666667
439,5,1.0
440,14,1.6428571428571428
441,53,2.5660377358490565
442,4,1.25
443,162,3.808641975308642
444,46,2.717391304347826
445,22,3.5
446,9,2.4444444444444446
447,121,3.5041322314049586
448,85,3.388235294117647
449,117,3.034188034188034
450,63,2.3968253968253967
451,170,3.347058823529412
452,66,2.6666666666666665
453,16,1.9375
454,16,2.875
455,145,3.2551724137931033
456,48,2.3125
457,27,1.7407407407407407
458,90,3.1222222222222222
459,24,3.75
460,28,3.0
461,74,3.6216216216216215
462,148,3.804054054054054
463,71,3.859154929577465
464,27,3.5925925925925926
465,85,3.5647058823529414
466,52,3.5961538461538463
467,48,3.7916666666666665
468,64,3.3125
469,67,3.7761194029850746
470,108,3.6666666666666665
471,221,3.6108597285067874
472,158,3.0822784810126582
473,126,3.126984126984127
474,194,4.252577319587629
475,250,3.884
476,160,3.01875
477,95,3.210526315789474
478,104,4.115384615384615
479,179,4.251396648044692
480,179,4.284916201117318
481,63,3.9365079365079363
482,128,3.984375
483,243,4.45679012345679
484,138,4.2101449275362315
485,125,3.816
486,64,3.796875
487,68,4.102941176470588
488,65,4.2
489,52,4.115384615384615
490,50,4.02
491,67,3.791044776119403
492,59,3.864406779661017
493,60,4.15
494,56,4.0
495,59,3.6610169491525424
496,231,4.121212121212121
497,68,3.838235294117647
498,152,4.184210526315789
499,62,3.9516129032258065
500,31,3.903225806451613
501,123,3.4959349593495936
502,57,3.7017543859649122
503,39,3.641025641025641
504,122,3.819672131147541
505,68,4.0
506,90,3.8555555555555556
507,98,3.816326530612245
508,215,3.5953488372093023
509,121,3.8512396694214877
510,121,3.9421487603305785
511,173,4.23121387283237
512,57,4.0
513,72,4.333333333333333
514,180,3.911111111111111
515,201,4.203980099502488
516,63,3.9682539682539684
517,91,3.769230769230769
518,89,3.651685393258427
519,80,4.1
520,124,4.104838709677419
521,120,3.8333333333333335
522,35,3.7714285714285714
523,164,3.9939024390243905
524,46,4.021739130434782
525,73,4.027397260273973
526,124,3.8306451612903225
527,195,4.02051282051282
528,121,4.132231404958677
529,93,3.978494623655914
530,80,4.025
531,129,3.9224806201550386
532,22,3.3181818181818183
533,15,3.6666666666666665
534,13,3.3076923076923075
535,54,3.1666666666666665
536,10,3.3
537,30,3.6333333333333333
538,66,3.4242424242424243
539,44,2.477272727272727
540,43,2.511627906976744
541,49,2.877551020408163
542,51,2.5294117647058822
543,21,3.619047619047619
544,71,3.1549295774647885
545,12,1.8333333333333333
546,254,3.031496062992126
547,41,3.341463414634146
548,12,2.1666666666666665
549,92,3.5652173913043477
550,151,3.2847682119205297
551,24,2.4166666666666665
552,45,2.8666666666666667
553,63,3.2857142857142856
554,102,2.803921568627451
555,10,2.0
556,12,2.5
557,17,3.1176470588235294
558,70,3.6714285714285713
559,137,3.1824817518248176
560,22,2.727272727272727
561,59,3.0677966101694913
562,48,3.2083333333333335
563,29,2.413793103448276
564,27,2.037037037037037
565,22,2.6818181818181817
566,179,3.569832402234637
567,35,2.8
568,230,3.6478260869565218
569,67,2.701492537313433
570,50,3.1
571,28,2.5
572,29,2.7586206896551726
573,33,2.9393939393939394
574,15,2.2
575,44,2.5454545454545454
576,93,3.021505376344086
577,41,2.2195121951219514
578,92,3.152173913043478
579,19,2.6315789473684212
580,32,3.375
581,59,3.2203389830508473
582,168,3.6011904761904763
583,37,3.0
584,79,3.5443037974683542
585,39,2.4871794871794872
586,34,2.676470588235294
587,14,3.5714285714285716
588,202,3.792079207920792
589,43,4.023255813953488
590,18,2.0
591,178,3.601123595505618
592,9,3.3333333333333335
593,12,3.1666666666666665
594,5,2.4
595,64,3.09375
596,127,3.377952755905512
597,206,3.150485436893204
598,4,2.25
599,1,1.0
600,2,3.0
601,20,4.0
602,50,3.7
603,209,4.3875598086124405
604,81,4.012345679012346
605,31,3.3548387096774195
606,66,4.045454545454546
607,66,3.9696969696969697
608,30,3.933333333333333
609,60,3.5833333333333335
610,41,3.658536585365854
611,40,4.1
612,34,3.9411764705882355
613,27,4.037037037037037
614,51,3.7450980392156863
615,59,4.0508474576271185
616,64,3.421875
617,18,3.7777777777777777
618,18,3.611111111111111
619,64,3.171875
620,43,3.0930232558139537
621,11,2.909090909090909
622,39,3.358974358974359
623,39,2.923076923076923
624,22,3.272727272727273
625,82,3.3292682926829267
626,4,3.25
627,75,3.2266666666666666
628,169,3.514792899408284
629,77,3.3376623376623376
630,31,3.2903225806451615
631,119,3.6218487394957983
632,58,3.896551724137931
633,69,4.057971014492754
634,24,3.75
635,23,2.739130434782609
636,91,3.241758241758242
637,38,3.026315789473684
638,44,3.772727272727273
639,40,3.7
640,82,3.024390243902439
641,33,4.212121212121212
642,89,3.4831460674157304
643,4,3.0
644,35,3.7714285714285714
645,27,3.814814814814815
646,38,3.8684210526315788
647,70,4.1
648,67,4.029850746268656
649,50,3.4
650,72,3.5416666666666665
651,171,4.076023391812866
652,90,3.888888888888889
653,34,3.911764705882353
654,147,4.136054421768708
655,227,3.881057268722467
656,44,4.0
657,131,4.259541984732825
658,79,3.4177215189873418
659,115,4.078260869565217
660,153,3.764705882352941
661,88,4.1022727272727275
662,82,3.426829268292683
663,116,3.9051724137931036
664,46,3.5434782608695654
665,100,2.83
666,5,2.4
667,12,2.1666666666666665
668,6,2.1666666666666665
669,13,1.6153846153846154
670,36,3.0
671,46,3.608695652173913
672,65,2.723076923076923
673,86,3.5232558139534884
674,48,2.8958333333333335
675,54,3.5555555555555554
676,77,3.3376623376623376
677,1,3.0
678,219,2.808219178082192
679,107,3.046728971962617
680,34,2.5588235294117645
681,27,2.4444444444444446
682,100,3.06
683,49,2.4081632653061225
684,169,3.7928994082840237
685,157,3.356687898089172
686,50,3.68
687,69,2.1884057971014492
688,44,1.8409090909090908
689,87,3.1494252873563218
690,155,3.458064516129032
691,16,3.5
692,164,3.6280487804878048
693,91,3.6483516483516483
694,44,4.045454545454546
695,13,2.923076923076923
696,79,3.1392405063291138
697,40,3.425
698,10,3.0
699,102,3.676470588235294
700,15,2.6
701,10,4.0
702,53,3.018867924528302
703,19,3.5789473684210527
704,24,3.0416666666666665
705,137,3.9927007299270074
706,6,2.6666666666666665
707,70,3.9285714285714284
708,101,3.4752475247524752
709,104,4.028846153846154
710,79,3.569620253164557
711,1,4.0
712,51,3.0784313725490198
713,72,3.611111111111111
714,13,3.230769230769231
715,87,3.2758620689655173
716,58,3.1551724137931036
717,82,2.817073170731707
718,16,3.6875
719,29,2.413793103448276
720,86,3.0232558139534884
721,54,3.4444444444444446
722,58,2.9310344827586206
723,34,3.1470588235294117
724,76,3.486842105263158
725,16,2.75
726,14,2.4285714285714284
727,63,3.4603174603174605
728,45,3.022222222222222
729,81,3.4814814814814814
730,24,3.5
731,39,3.1538461538461537
732,180,3.65
733,15,3.2
734,27,2.5185185185185186
735,137,3.854014598540146
736,78,3.9358974358974357
737,59,2.983050847457627
738,31,2.838709677419355
739,164,3.323170731707317
740,63,3.4761904761904763
741,58,3.4482758620689653
742,267,3.644194756554307
743,39,1.9487179487179487
744,92,3.4565217391304346
745,16,3.875
746,119,3.6638655462184873
747,102,3.4607843137254903
748,316,3.1234177215189876
749,51,3.176470588235294
750,124,3.8548387096774195
751,180,3.4277777777777776
752,39,3.3076923076923075
753,24,3.7083333333333335
754,57,3.3859649122807016
755,96,3.3125
756,128,2.8984375
757,4,2.75
758,21,1.7142857142857142
759,11,2.1818181818181817
760,46,2.652173913043478
761,44,3.0454545454545454
762,115,3.391304347826087
763,149,3.389261744966443
764,29,2.7586206896551726
765,32,2.8125
766,9,3.111111111111111
767,11,2.1818181818181817
768,52,3.076923076923077
769,42,2.4523809523809526
770,57,3.3859649122807016
771,41,2.6341463414634148
772,49,3.061224489795918
773,17,2.9411764705882355
774,32,2.9375
775,26,2.769230769230769
776,9,3.2222222222222223
777,4,1.25
778,76,3.5526315789473686
779,31,2.5483870967741935
780,69,3.0
781,84,3.3333333333333335
782,10,2.6
783,37,2.72972972972973
784,2,1.0
785,39,3.1538461538461537
786,14,2.642857142857143
787,13,3.230769230769231
788,3,1.6666666666666667
789,47,3.574468085106383
790,66,2.909090909090909
791,10,2.5
792,86,3.7209302325581395
793,10,3.5
794,46,3.652173913043478
795,21,2.4285714285714284
796,36,3.0833333333333335
797,31,3.096774193548387
798,9,2.2222222222222223
799,5,3.2
800,26,2.8846153846153846
801,16,2.8125
802,40,2.7
803,9,2.5555555555555554
804,8,2.875
805,27,3.6296296296296298
806,50,3.46
807,9,2.7777777777777777
808,31,2.838709677419355
809,43,2.9069767441860463
810,45,2.888888888888889
811,18,3.9444444444444446
812,18,3.111111111111111
813,56,3.892857142857143
814,1,5.0
815,112,3.232142857142857
816,21,2.4285714285714284
817,3,2.6666666666666665
818,25,2.76
819,40,2.7
820,93,2.774193548387097
821,22,3.0454545454545454
822,4,3.0
823,82,2.8780487804878048
824,49,2.7551020408163267
825,83,3.036144578313253
826,80,2.575
827,57,2.7719298245614037
828,13,2.6923076923076925
829,34,2.6470588235294117
830,1,1.0
831,91,2.4615384615384617
832,22,2.5454545454545454
833,49,3.204081632653061
834,25,2.2
835,15,3.8666666666666667
836,26,3.769230769230769
837,25,3.92
838,4,2.75
839,4,2.5
840,53,2.660377358490566
841,48,2.75
842,27,3.1481481481481484
843,30,3.0
844,42,3.357142857142857
845,176,3.465909090909091
846,44,3.0681818181818183
847,55,3.727272727272727
848,9,3.5555555555555554
849,53,2.7169811320754715
850,4,4.0
851,4,3.75
852,1,1.0
853,14,3.857142857142857
854,16,3.375
855,66,3.727272727272727
856,36,3.8333333333333335
857,1,3.0
858,3,1.0
859,15,2.6666666666666665
860,16,2.25
861,3,2.3333333333333335
862,18,2.111111111111111
863,24,3.9166666666666665
864,86,3.1627906976744184
865,21,3.4761904761904763
866,119,3.319327731092437
867,6,4.0
868,5,3.8
869,24,3.0
870,9,2.7777777777777777
871,75,2.4
872,42,3.0952380952380953
873,81,2.962962962962963
874,39,3.2564102564102564
875,53,2.7358490566037736
876,47,2.702127659574468
877,52,2.5384615384615383
878,33,2.515151515151515
879,136,3.2720588235294117
880,59,3.169491525423729
881,45,2.933333333333333
882,34,3.2941176470588234
883,13,3.230769230769231
884,7,3.2857142857142856
885,13,2.230769230769231
886,53,3.0754716981132075
887,64,3.609375
888,15,3.466666666666667
889,13,3.3846153846153846
890,43,1.9534883720930232
891,6,2.6666666666666665
892,53,2.7547169811320753
893,14,2.4285714285714284
894,19,1.894736842105263
895,106,3.2169811320754715
896,44,3.772727272727273
897,2,1.5
898,58,3.2241379310344827
899,9,3.4444444444444446
900,42,3.6904761904761907
901,12,1.9166666666666667
902,42,3.8333333333333335
903,18,3.111111111111111
904,20,3.45
905,27,3.2222222222222223
906,21,3.1904761904761907
907,2,2.0
908,20,2.5
909,13,3.769230769230769
910,4,2.0
911,4,2.5
912,9,3.0
913,2,2.5
914,11,2.727272727272727
915,13,3.923076923076923
916,18,3.1666666666666665
917,7,3.4285714285714284
918,8,3.0
919,96,3.7916666666666665
920,5,2.2
921,46,3.9782608695652173
922,34,3.823529411764706
923,58,4.155172413793103
924,85,3.4
925,34,3.323529411764706
926,101,2.702970297029703
927,6,3.1666666666666665
928,104,3.1153846153846154
929,40,2.7
930,80,2.7
931,57,2.1578947368421053
932,40,2.925
933,21,2.4285714285714284
934,68,2.926470588235294
935,7,3.2857142857142856
936,32,3.9375
937,37,3.4054054054054053
938,25,2.88
939,60,3.6
940,32,2.34375
941,46,3.0652173913043477
942,45,3.488888888888889
943,40,3.475
944,43,3.0
945,40,3.925
946,61,3.1475409836065573
947,17,3.235294117647059
948,48,2.1666666666666665
949,71,3.3380281690140845
950,30,2.9
951,39,2.8205128205128207
952,45,3.1777777777777776
953,22,3.3181818181818183
954,11,3.5454545454545454
955,49,3.4081632653061225
956,46,3.608695652173913
957,2,2.0
958,14,3.7857142857142856
959,64,3.46875
960,25,3.24
961,34,3.6176470588235294
962,23,3.130434782608696
963,41,4.2926829268292686
964,9,3.3333333333333335
965,21,3.6666666666666665
966,26,4.1923076923076925
967,12,3.1666666666666665
968,18,3.7222222222222223
969,75,3.8
970,8,3.25
971,34,3.676470588235294
972,28,3.1785714285714284
973,4,3.5
974,32,3.03125
975,44,3.159090909090909
976,12,1.8333333333333333
977,49,2.693877551020408
978,27,2.5185185185185186
979,35,3.2
980,22,3.1818181818181817
981,8,1.75
982,20,2.8
983,15,2.4
984,44,2.8636363636363638
985,22,2.8636363636363638
986,23,2.5652173913043477
987,4,2.5
988,86,2.313953488372093
989,32,2.84375
990,33,3.090909090909091
991,25,2.24
992,4,3.0
993,66,3.515151515151515
994,7,2.2857142857142856
995,31,3.161290322580645
996,14,2.5
997,16,2.125
998,16,2.5625
999,10,2.8
1000,10,3.0
1001,17,2.0
1002,8,1.875
1003,8,2.25
1004,9,3.111111111111111
1005,22,3.6818181818181817
1006,23,2.8260869565217392
1007,47,4.127659574468085
1008,37,3.3783783783783785
1009,64,3.375
1010,44,3.25
1011,93,3.225806451612903
1012,100,3.53
1013,38,2.289473684210526
1014,98,3.061224489795918
1015,12,2.8333333333333335
1016,137,3.45985401459854
1017,50,3.24
1018,32,3.1875
1019,31,3.967741935483871
1020,35,3.8857142857142857
1021,38,3.8157894736842106
1022,32,3.4375
1023,31,2.5806451612903225
1024,15,3.6
1025,44,2.9318181818181817
1026,4,2.5
1027,3,2.6666666666666665
1028,148,3.0405405405405403
1029,14,2.0
1030,20,2.25
1031,7,2.2857142857142856
1032,16,2.875
1033,32,2.78125
1034,27,2.5185185185185186
1035,68,3.161764705882353
1036,24,2.75
1037,24,2.0
1038,17,2.823529411764706
1039,90,4.011111111111111
1040,25,2.6
1041,62,3.193548387096774
1042,28,3.142857142857143
1043,8,3.0
1044,40,3.225
1045,25,3.24
1046,46,3.1739130434782608
1047,134,2.8358208955223883
1048,73,3.0136986301369864
1049,25,2.52
1050,43,3.6511627906976742
1051,41,3.2439024390243905
1052,25,2.28
1053,24,3.4583333333333335
1054,23,2.3043478260869565
1055,10,3.2
1056,10,3.2
1057,22,2.3181818181818183
1058,15,3.2666666666666666
1059,35,2.7714285714285714
1060,39,3.051282051282051
1061,29,2.9310344827586206
1062,12,3.75
1063,41,3.658536585365854
1064,4,4.25
1065,53,3.490566037735849
1066,16,3.0
1067,44,3.4545454545454546
1068,12,3.1666666666666665
1069,18,3.1666666666666665
1070,27,3.740740740740741
1071,16,2.875
1072,7,2.4285714285714284
1073,66,3.8181818181818183
1074,77,2.961038961038961
1075,7,3.4285714285714284
1076,12,2.25
1077,8,3.125
1078,22,2.772727272727273
1079,45,2.2444444444444445
1080,2,4.0
1081,8,2.75
1082,8,2.625
1083,6,2.5
1084,21,3.857142857142857
1085,11,3.0
1086,21,3.2857142857142856
1087,10,1.7
1088,13,2.230769230769231
1089,38,2.1315789473684212
1090,37,2.4054054054054053
1091,43,2.7209302325581395
1092,12,2.5
1093,23,3.0869565217391304
1094,12,2.4166666666666665
1095,29,2.6206896551724137
1096,3,2.6666666666666665
1097,18,3.5
1098,42,3.6904761904761907
1099,13,3.4615384615384617
1100,8,2.625
1101,74,3.77027027027027
1102,7,2.4285714285714284
1103,19,3.789473684210526
1104,4,3.0
1105,18,2.8333333333333335
1106,4,3.0
1107,18,3.0555555555555554
1108,5,2.4
1109,28,3.4285714285714284
1110,41,2.8536585365853657
1111,7,3.4285714285714284
1112,15,2.8
1113,22,3.272727272727273
1114,10,3.3
1115,29,3.413793103448276
1116,13,3.6153846153846154
1117,19,3.1052631578947367
1118,47,3.25531914893617
1119,59,3.6610169491525424
1120,17,3.0
1121,21,3.761904761904762
1122,1,5.0
1123,3,3.6666666666666665
1124,12,3.8333333333333335
1125,4,4.25
1126,32,3.34375
1127,11,2.909090909090909
1128,13,2.6923076923076925
1129,28,3.5714285714285716
1130,1,4.0
1131,13,4.0
1132,32,2.625
1133,30,2.966666666666667
1134,38,3.3157894736842106
1135,46,2.9782608695652173
1136,29,3.4827586206896552
1137,29,3.9655172413793105
1138,5,3.4
1139,33,2.606060606060606
1140,17,2.2941176470588234
1141,9,3.3333333333333335
1142,44,4.045454545454546
1143,15,4.0
1144,3,3.6666666666666665
1145,9,2.6666666666666665
1146,3,2.0
1147,21,3.6666666666666665
1148,9,3.3333333333333335
1149,26,3.8461538461538463
1150,9,3.111111111111111
1151,7,2.142857142857143
1152,28,3.4285714285714284
1153,19,3.473684210526316
1154,12,3.3333333333333335
1155,3,3.3333333333333335
1156,1,3.0
1157,25,2.88
1158,4,4.0
1159,11,3.5454545454545454
1160,26,3.6153846153846154
1161,13,2.923076923076923
1162,5,1.6
1163,25,2.68
1164,6,2.1666666666666665
1165,14,1.8571428571428572
1166,12,3.1666666666666665
1167,11,3.5454545454545454
1168,22,3.3181818181818183
1169,10,4.1
1170,27,3.074074074074074
1171,14,3.142857142857143
1172,15,3.6666666666666665
1173,7,2.5714285714285716
1174,8,3.25
1175,5,3.4
1176,22,3.3636363636363638
1177,7,1.8571428571428572
1178,19,2.473684210526316
1179,9,2.111111111111111
1180,10,2.5
1181,10,2.5
1182,13,2.3076923076923075
1183,19,2.210526315789474
1184,10,2.5
1185,18,2.2777777777777777
1186,3,3.3333333333333335
1187,13,3.230769230769231
1188,44,2.772727272727273
1189,3,5.0
1190,11,3.3636363636363638
1191,3,4.333333333333333
1192,13,3.3846153846153846
1193,10,3.8
1194,31,4.064516129032258
